,Item_No,Material_Class,Composition_Formula,Hydrogen_Weight_Percent,Heat_of_Formation_kJperMolH2,Temperature_oC,Pressure_Atmospheres_Absolute,Author_Year,Reference_Number,Comment1,Comment2,Comment3,Original_Composition_Formula,Entropy_of_Formation_JperMolH2perK,Equilibrium_Pressure_25C,LnEquilibrium_Pressure_25C,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,energy_per_atom,formation_energy_per_atom,nsites,density,volume,volume_ps,empty_volume_ps
313,1095,AB5,LaCrNi4,0.54,34,25,0.04,"Misawa, 1979",118.0,,,,LaNi4Cr,87.27431336992765,0.03999999999999997,-3.2188758248682015,3,0.7071067811865476,0.6735400034370317,0.6669268801209055,0.6666782918025496,0.666666793823133,32.166666666666664,33,8.277777777777775,57,24,28.0,51.0,48,13.333333333333332,61,13,61.0,70.94586166666666,86.90937000000001,22.653202777777775,138.90547,51.9961,58.6934,1714.1666666666665,987.0,173.7222222222223,2180.0,1193.0,1728.0,8.166666666666666,7,2.4444444444444446,10,3,10.0,4.333333333333333,2,0.5555555555555554,6,4,4.0,140.33333333333331,83,22.222222222222207,207,124,124.0,1.7333333333333332,0.8099999999999998,0.23555555555555555,1.91,1.1,1.91,1.8333333333333333,1,0.2777777777777778,2,1,2.0,0.0,0,0.0,0,0,0.0,6.333333333333333,7,2.2222222222222223,8,1,8.0,0.0,0,0.0,0,0,0.0,8.166666666666666,7,2.4444444444444446,10,3,10.0,0.16666666666666666,1,0.2777777777777778,1,0,0.0,0.0,0,0.0,0,0,0.0,3.666666666666666,7,2.222222222222222,9,2,2.0,0.0,0,0.0,0,0,0.0,3.833333333333333,7,2.444444444444444,9,2,2.0,14.894583333333333,26.5775,7.334305555555556,36.8975,10.32,10.32,0.0,0.0,0.0,0.0,0,0,0.3969298,0.5953947,0.2646198666666667,0.5953947,0.0,0.5953947,220.5,35,8.833333333333332,229,194,225.0,0.22448979591836735,0.0,0.7755102040816326,0.0,0,0.15127919640511056,0.041252029046588756,,,,,,,
314,1099,AB5,LaCuNi4,1.0,33.9,60,4,"Mendelsohn, 1977",168.0,,,,LaNi4Cu,113.28183752033384,0.9508163007857522,-0.0504343993585076,3,0.7071067811865476,0.6735400034370317,0.6669268801209055,0.6666782918025496,0.666666793823133,33.0,29,8.0,57,28,28.0,53.5,51,13.5,64,13,61.0,72.870845,80.21207000000001,22.01154166666667,138.90547,58.6934,58.6934,1577.1283333333333,535.0,201.16222222222223,1728.0,1193.0,1728.0,9.0,8,2.0,11,3,10.0,4.333333333333333,2,0.5555555555555554,6,4,4.0,139.16666666666666,83,22.611111111111104,207,124,124.0,1.7733333333333332,0.8099999999999998,0.22444444444444445,1.91,1.1,1.91,1.8333333333333333,1,0.2777777777777778,2,1,2.0,0.0,0,0.0,0,0,0.0,7.166666666666666,9,2.055555555555556,10,1,8.0,0.0,0,0.0,0,0,0.0,9.0,8,2.0,11,3,10.0,0.16666666666666666,1,0.2777777777777778,1,0,0.0,0.0,0,0.0,0,0,0.0,2.833333333333333,9,2.0555555555555554,9,0,2.0,0.0,0,0.0,0,0,0.0,3.0,8,2.0,9,1,2.0,14.874583333333334,26.5775,7.340972222222222,36.8975,10.32,10.32,0.0,0.0,0.0,0.0,0,0,0.3969298,0.5953947,0.2646198666666667,0.5953947,0.0,0.5953947,219.83333333333331,31,8.611111111111123,225,194,225.0,0.2037037037037037,0.0,0.7962962962962963,0.0,0,0.15127919640511056,0.041837388633568943,-5.62974633,-0.26783397499999967,6.0,8.323561541298679,87.22579804323215,14.537633007205358,0.7766057172245021
315,1103,AB5,LaFeNi4,0.8,34.5,40,0.11,"Misawa, 1979",118.0,(+ Fe2.5),,,LaNi4Fe,91.81921005817173,0.05647622485976699,-2.873935528332639,3,0.7071067811865476,0.6735400034370317,0.6669268801209055,0.6666782918025496,0.666666793823133,32.5,31,8.166666666666666,57,26,28.0,52.0,48,13.0,61,13,61.0,71.587345,83.06047000000001,22.439375000000002,138.90547,55.845,58.6934,1652.6666666666665,618.0,153.2222222222223,1811.0,1193.0,1728.0,8.5,7,2.0,10,3,10.0,4.333333333333333,2,0.5555555555555554,6,4,4.0,139.16666666666666,83,22.611111111111104,207,124,124.0,1.7616666666666665,0.8099999999999998,0.22055555555555562,1.91,1.1,1.91,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,6.5,7,2.0,8,1,8.0,0.0,0,0.0,0,0,0.0,8.5,7,2.0,10,3,10.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,3.5,7,2.0,9,2,2.0,0.0,0,0.0,0,0,0.0,3.5,7,2.0,9,2,2.0,14.817916666666665,26.5775,7.35986111111111,36.8975,10.32,10.32,0.0,0.0,0.0,0.0,0,0,0.7487069333333334,2.1106628,0.4539852888888889,2.1106628,0.0,0.5953947,220.5,35,8.833333333333332,229,194,225.0,0.23529411764705882,0.0,0.7647058823529411,0.0,0,0.15127919640511056,0.040902418540467875,-6.286335881666666,-0.1976670933333331,6.0,8.180360768602853,87.18949041858812,14.531581736431354,0.776929112954217
316,1105,AB5,La1Fe0.5Cu0.5Ni4,1.3,36.1,22,0.48,"Burnasheva, 1984",1528.0,,,,LaNi4Fe0.5Cu0.5,116.20835305720985,0.5565796227216516,-0.5859450408342316,4,0.6972166887783963,0.6709789900999482,0.6668049556374129,0.6666725702079804,0.6666667303691033,32.75,31,8.083333333333332,57,26,28.0,52.75,51,13.25,64,13,61.0,72.229095,83.06047000000001,22.225458333333336,138.90547,55.845,58.6934,1614.8975,618.0,183.4870833333333,1811.0,1193.0,1728.0,8.75,8,2.0416666666666665,11,3,10.0,4.333333333333333,2,0.5555555555555552,6,4,4.0,139.16666666666666,83,22.611111111111104,207,124,124.0,1.7674999999999998,0.8099999999999998,0.22250000000000003,1.91,1.1,1.91,1.9166666666666665,1,0.1527777777777779,2,1,2.0,0.0,0,0.0,0,0,0.0,6.833333333333333,9,2.083333333333333,10,1,8.0,0.0,0,0.0,0,0,0.0,8.75,8,2.0416666666666665,11,3,10.0,0.08333333333333333,1,0.15277777777777776,1,0,0.0,0.0,0,0.0,0,0,0.0,3.1666666666666665,9,2.083333333333333,9,0,2.0,0.0,0,0.0,0,0,0.0,3.25,8,2.0416666666666665,9,1,2.0,14.846250000000001,26.5775,7.350416666666666,36.8975,10.32,10.32,0.0,0.0,0.0,0.0,0,0,0.5728183666666666,2.1106628,0.2864091833333334,2.1106628,0.0,0.5953947,220.16666666666666,35,8.722222222222229,229,194,225.0,0.21904761904761902,0.0,0.780952380952381,0.0,0,0.15127919640511056,0.04138690705915431,,,,,,,
317,1201,AB5,La0.8Ce0.2Co0.5Ni4.25Sn0.25,1.2,38.2,25,0.8,"Zhang, 1996",679.0,,,,La.8Ce.2Ni4.25Co.5Sn.25,126.26817683934527,0.7999999999999999,-0.22314355131420985,5,0.7275338861905717,0.7103594431462024,0.7083701338259747,0.7083342125126595,0.7083333373252779,33.7,31,9.19166666666667,58,27,28.0,53.60833333333334,67,13.402777777777771,80,13,61.0,74.62310391666668,81.42260000000002,25.182065368055568,140.116,58.6934,58.6934,1587.145,1262.92,229.68708333333333,1768.0,505.08,1728.0,8.916666666666668,11,1.9722222222222217,14,3,10.0,4.375,2,0.59375,6,4,4.0,138.525,83,22.664583333333336,207,124,124.0,1.7752500000000002,0.8599999999999999,0.2237499999999998,1.96,1.1,1.91,2.0,0,0.0,2,2,2.0,0.08333333333333333,2,0.1597222222222222,2,0,0.0,6.833333333333334,9,1.944444444444444,10,1,8.0,0.03333333333333333,1,0.06444444444444444,1,0,0.0,8.950000000000001,11,1.916666666666666,14,3,10.0,0.0,0,0.0,0,0,0.0,0.16666666666666666,4,0.3194444444444444,4,0,0.0,3.166666666666667,9,1.9444444444444446,9,0,2.0,0.43333333333333335,13,0.8377777777777778,13,0,0.0,3.766666666666666,20,2.630555555555556,22,2,2.0,15.711625000000002,26.995000000000005,8.549239583333335,37.24,10.245,10.32,0.0,0.0,0.0,0.0,0,0,0.5507771791666667,1.5484712,0.2294904913194445,1.5484712,0.0,0.5953947,213.75,84,15.9375,225,141,225.0,0.22346368715083798,0.009310986964618248,0.7635009310986964,0.0037243947858472994,0,0.16881260156382916,0.0416796217409878,,,,,,,
318,1202,AB5,La0.8Ce0.2Ni4.8Sn0.25,1.2,32.4,25,1.1,"Zhang, 1996",679.0,,,,La.8Ce.2Ni4.8Sn.25,109.46255647286092,1.0999999999999994,0.09531017980432434,4,0.80607115076077,0.7946672276668536,0.7934089155178154,0.793388834776554,0.7933884310641984,33.735537190082646,30,9.101017690048495,58,28,28.0,53.917355371900825,67,13.394167065091185,80,13,61.0,74.47163570247935,81.42260000000002,25.03653929649615,140.116,58.6934,58.6934,1585.003305785124,1222.92,226.9038453657537,1728.0,505.08,1728.0,9.008264462809917,11,1.9862031282016257,14,3,10.0,4.371900826446281,2,0.5901236254354213,6,4,4.0,138.2396694214876,83,22.595177925005125,207,124,124.0,1.7788429752066117,0.8599999999999999,0.2230885868451607,1.96,1.1,1.91,2.0,0,0.0,2,2,2.0,0.08264462809917356,2,0.15845912164469642,2,0,0.0,6.925619834710744,9,1.9588825899870226,10,1,8.0,0.03305785123966942,1,0.06393005942217062,1,0,0.0,9.041322314049587,11,1.9310156410081274,14,3,10.0,0.0,0,0.0,0,0,0.0,0.1652892561983471,4,0.31691824328939283,4,0,0.0,3.074380165289256,9,1.958882589987023,9,0,2.0,0.4297520661157025,13,0.831090772488218,13,0,0.0,3.6694214876033056,20,2.6489993852878904,22,2,2.0,15.67326446280992,26.92,8.494436172392598,37.24,10.32,10.32,0.0,0.0,0.0,0.0,0,0,0.4723792661157025,0.5953947,0.19519804384946385,0.5953947,0.0,0.5953947,216.40495867768598,84,13.638412676729713,225,141,225.0,0.22120658135283358,0.009140767824497256,0.7659963436928701,0.0036563071297989022,0,0.16881260156382916,0.04164797375199788,,,,,,,
319,1217,AB5,La0.13Ce0.35Pr0.52Co5,0.8,40,50,3.6,"Sarynin, 1981",1526.0,,,,La0.13Ce0.35Pr0.52Co5,134.43141326695616,1.033101700090644,0.032565636492510666,4,0.8401355710703945,0.8337457514154754,0.8333356431722618,0.8333333499805514,0.8333333333459041,32.23166666666667,32,8.719444444444445,59,27,27.0,50.96333333333334,45,11.727777777777774,58,13,58.0,72.50604401666666,81.97445499999999,22.62141502777778,140.90765,58.933195,58.933195,1666.0033333333336,697.0,169.9944444444443,1768.0,1071.0,1768.0,8.0,6,1.6666666666666665,9,3,9.0,4.333333333333334,2,0.555555555555556,6,4,4.0,138.97833333333332,81,21.630555555555553,207,126,126.0,1.7537666666666667,0.7799999999999998,0.2103888888888888,1.88,1.1,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,5.913333333333334,7,1.8111111111111107,7,0,7.0,0.31833333333333336,3,0.5443500000000001,3,0,0.0,8.231666666666667,6,1.2805555555555552,9,3,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,3.2199999999999998,9,0.9247999999999998,9,0,3.0,1.7116666666666667,13,2.92695,13,0,0.0,4.931666666666667,19,3.219444444444445,22,3,3.0,14.6011125,26.995000000000005,7.260187500000001,37.24,10.245,10.245,0.0,0.0,0.0,0.0,0,0,1.2903926666666667,1.5484712,0.43013088888888884,1.5484712,0.0,1.5484712,194.0,0,0.0,194,194,194.0,0.24296416278598904,0.0,0.7183640413039077,0.03867179591010326,0,0.14109761379215235,0.037117836211002925,,,,,,,
320,1218,AB5,La0.1Ce0.9Co5,0.6,41,20,0.84,"Burnasheva, 1978",1518.0,,,,La0.1Ce0.9Co5,138.41053807722963,1.1137710932176421,0.10775163853949553,3,0.8468897343941667,0.8349524078356251,0.8333648242865445,0.8333340621649449,0.8333333363087226,32.15,31,8.583333333333332,58,27,27.0,50.800000000000004,45,11.999999999999996,58,13,58.0,72.443487,81.18280500000002,22.51715333333334,140.116,58.933195,58.933195,1653.8666666666668,697.0,190.22222222222214,1768.0,1071.0,1768.0,8.0,6,1.6666666666666667,9,3,9.0,4.333333333333333,2,0.5555555555555554,6,4,4.0,139.05,81,21.750000000000007,207,126,126.0,1.7530000000000001,0.7799999999999998,0.21166666666666648,1.88,1.1,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,6.000000000000001,6,1.666666666666666,7,1,7.0,0.15,1,0.255,1,0,0.0,8.15,6,1.4166666666666665,9,3,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,4.0,6,1.6666666666666667,9,3,3.0,1.95,13,3.315,13,0,0.0,5.949999999999999,19,4.916666666666666,22,3,3.0,14.738458333333334,26.995000000000005,7.489097222222224,37.24,10.245,10.245,0.0,0.0,0.0,0.0,0,0,1.2903926666666667,1.5484712,0.43013088888888884,1.5484712,0.0,1.5484712,194.0,0,0.0,194,194,194.0,0.24539877300613497,0.0,0.736196319018405,0.01840490797546012,0,0.14109761379215235,0.03753451258045243,,,,,,,
321,1219,AB5,La0.2Ce0.8Co5,0.6,44,20,0.72,"Burnasheva, 1978",1518.0,,,,La0.2Ce0.8Co5,147.36257358544185,0.974571677007968,-0.025757210140132516,3,0.8445906306213286,0.8344872902115354,0.8333508259322728,0.8333336529184895,0.8333333342495939,32.13333333333333,31,8.555555555555555,58,27,27.0,50.766666666666666,45,12.055555555555555,58,13,58.0,72.42331150000001,81.18280500000002,22.48352750000001,140.116,58.933195,58.933195,1655.9,697.0,186.8333333333333,1768.0,1071.0,1768.0,8.0,6,1.6666666666666665,9,3,9.0,4.333333333333334,2,0.555555555555556,6,4,4.0,139.1,81,21.83333333333333,207,126,126.0,1.7526666666666666,0.7799999999999998,0.21222222222222215,1.88,1.1,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,6.000000000000001,6,1.666666666666666,7,1,7.0,0.13333333333333333,1,0.23111111111111113,1,0,0.0,8.133333333333333,6,1.4444444444444446,9,3,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,4.0,6,1.6666666666666665,9,3,3.0,1.7333333333333334,13,3.0044444444444443,13,0,0.0,5.7333333333333325,19,4.555555555555555,22,3,3.0,14.73275,26.995000000000005,7.479583333333334,37.24,10.245,10.245,0.0,0.0,0.0,0.0,0,0,1.2903926666666667,1.5484712,0.43013088888888884,1.5484712,0.0,1.5484712,194.00000000000003,0,2.842170943040401e-14,194,194,194.0,0.24590163934426232,0.0,0.737704918032787,0.01639344262295082,0,0.14109761379215235,0.037719320228061924,,,,,,,
322,1220,AB5,La0.2Pr0.8Co5,0.7,38,20,0.23,"Burnasheva, 1978",1517.0,,,Lower plateau,La0.2Pr0.8Co5 (M),117.40735139633645,0.2987307014373159,-1.2082127755222989,3,0.8445906306213286,0.8344872902115354,0.8333508259322728,0.8333336529184895,0.8333333342495939,32.266666666666666,32,8.777777777777777,59,27,27.0,51.03333333333334,45,11.611111111111107,58,13,58.0,72.52886483333333,81.97445499999999,22.65944972222222,140.90765,58.933195,58.933195,1673.6333333333334,575.0,157.27777777777771,1768.0,1193.0,1768.0,8.0,6,1.6666666666666665,9,3,9.0,4.333333333333334,2,0.555555555555556,6,4,4.0,138.96666666666667,81,21.61111111111111,207,126,126.0,1.754,0.7799999999999998,0.2099999999999999,1.88,1.1,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,5.866666666666667,7,1.8888888888888886,7,0,7.0,0.4,3,0.6933333333333334,3,0,0.0,8.266666666666666,6,1.2222222222222228,9,3,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,2.8,9,0.7466666666666668,9,0,3.0,1.4666666666666666,11,2.542222222222222,11,0,0.0,4.266666666666667,8,2.111111111111111,11,3,3.0,14.524083333333333,26.652500000000003,7.131805555555556,36.8975,10.245,10.245,0.0,0.0,0.0,0.0,0,0,1.2903926666666667,1.5484712,0.43013088888888884,1.5484712,0.0,1.5484712,194.00000000000003,0,2.842170943040401e-14,194,194,194.0,0.24193548387096772,0.0,0.7096774193548387,0.04838709677419355,0,0.14109761379215235,0.03699296581617131,,,,,,,
323,1222,AB5,La0.4Ce0.6Co5,0.6,38,20,0.65,"Burnasheva, 1978",1518.0,,,,La0.4Ce0.6Co5,126.04487343100939,0.8442389388445866,-0.16931972155581365,3,0.841955396021006,0.8339550915402607,0.8333380266138019,0.8333333784868499,0.8333333333858259,32.1,31,8.500000000000002,58,27,27.0,50.7,45,12.166666666666664,58,13,58.0,72.3829605,81.18280500000002,22.416275833333334,140.116,58.933195,58.933195,1659.9666666666667,697.0,180.05555555555554,1768.0,1071.0,1768.0,8.0,6,1.6666666666666665,9,3,9.0,4.333333333333334,2,0.555555555555556,6,4,4.0,139.2,81,21.999999999999993,207,126,126.0,1.752,0.7799999999999998,0.2133333333333332,1.88,1.1,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,6.000000000000001,6,1.666666666666666,7,1,7.0,0.09999999999999999,1,0.18,1,0,0.0,8.1,6,1.5000000000000002,9,3,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,4.0,6,1.6666666666666665,9,3,3.0,1.2999999999999998,13,2.34,13,0,0.0,5.3,19,3.833333333333333,22,3,3.0,14.721333333333334,26.995000000000005,7.4605555555555565,37.24,10.245,10.245,0.0,0.0,0.0,0.0,0,0,1.2903926666666667,1.5484712,0.43013088888888884,1.5484712,0.0,1.5484712,194.0,0,0.0,194,194,194.0,0.2469135802469136,0.0,0.7407407407407409,0.012345679012345678,0,0.14109761379215235,0.03808860220661369,,,,,,,
324,1223,AB5,La0.4Pr0.6Co5,0.9,29,20,17,"Burnasheva, 1978",1517.0,,,Upper plateau,La0.4Pr0.6Co5 (M),122.48125100252841,20.754250003502484,3.032751045149971,3,0.841955396021006,0.8339550915402607,0.8333380266138019,0.8333333784868499,0.8333333333858259,32.2,32,8.666666666666668,59,27,27.0,50.900000000000006,45,11.833333333333329,58,13,58.0,72.4621255,81.97445499999999,22.5482175,140.90765,58.933195,58.933195,1673.2666666666669,575.0,157.88888888888874,1768.0,1193.0,1768.0,8.0,6,1.6666666666666665,9,3,9.0,4.333333333333334,2,0.555555555555556,6,4,4.0,139.1,81,21.83333333333333,207,126,126.0,1.753,0.7799999999999998,0.21166666666666664,1.88,1.1,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,5.9,7,1.833333333333333,7,0,7.0,0.3,3,0.54,3,0,0.0,8.2,6,1.333333333333334,9,3,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,3.1,9,0.7866666666666667,9,0,3.0,1.0999999999999999,11,1.98,11,0,0.0,4.199999999999999,8,1.9999999999999996,11,3,3.0,14.564833333333333,26.652500000000003,7.199722222222222,36.8975,10.245,10.245,0.0,0.0,0.0,0.0,0,0,1.2903926666666667,1.5484712,0.43013088888888884,1.5484712,0.0,1.5484712,194.0,0,0.0,194,194,194.0,0.2439024390243902,0.0,0.7195121951219512,0.03658536585365853,0,0.14109761379215235,0.037544669595623935,,,,,,,
325,1225,AB5,La0.65Ce0.28Pr0.07Co5,1.0,47,50,1.1,"Sarynin, 1981",1526.0,,,,La0.65Ce0.28Pr0.07Co5,146.2357165777929,0.2537203847619883,-1.3715224657348997,4,0.8417211203507041,0.8339926338054608,0.8333396133336138,0.8333334082395477,0.8333333334482407,32.07,32,8.450000000000001,59,27,27.0,50.64,45,12.266666666666666,58,13,58.0,72.34175766666667,81.97445499999999,22.34760444444445,140.90765,58.933195,58.933195,1666.601666666667,697.0,168.99722222222206,1768.0,1071.0,1768.0,8.0,6,1.666666666666667,9,3,9.0,4.333333333333334,2,0.555555555555556,6,4,4.0,139.31333333333333,81,22.18888888888889,207,126,126.0,1.7512833333333333,0.7799999999999998,0.2145277777777777,1.88,1.1,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,5.988333333333334,7,1.6861111111111107,7,0,7.0,0.08166666666666667,3,0.15380555555555556,3,0,0.0,8.07,6,1.5499999999999998,9,3,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,3.895,9,1.5825500000000003,9,0,3.0,0.735,13,1.3842500000000002,13,0,0.0,4.630000000000001,19,2.7166666666666672,22,3,3.0,14.688804166666667,26.995000000000005,7.40634027777778,37.24,10.245,10.245,0.0,0.0,0.0,0.0,0,0,1.2903926666666667,1.5484712,0.43013088888888884,1.5484712,0.0,1.5484712,194.00000000000003,0,2.842170943040401e-14,194,194,194.0,0.24783147459727384,0.0,0.7420487401900042,0.010119785212722015,0,0.14109761379215235,0.03848626963635003,,,,,,,
326,1226,AB5,La0.66Ce0.2Pr0.14Co5,1.0,41,50,0.9,"Sarynin, 1981",1526.0,,,,La0.66Ce0.2Pr0.14Co5,126.00007966798455,0.25033933790931423,-1.3849379298516185,4,0.8415461959987699,0.8339955624925367,0.8333400322677641,0.8333334164806778,0.8333333334671656,32.08,32,8.466666666666665,59,27,27.0,50.660000000000004,45,12.23333333333333,58,13,58.0,72.34897603333334,81.97445499999999,22.359635055555565,140.90765,58.933195,58.933195,1668.3566666666668,697.0,166.07222222222214,1768.0,1071.0,1768.0,8.0,6,1.6666666666666667,9,3,9.0,4.333333333333334,2,0.555555555555556,6,4,4.0,139.30666666666667,81,22.177777777777784,207,126,126.0,1.7513666666666667,0.7799999999999998,0.21438888888888874,1.88,1.1,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,5.9766666666666675,7,1.7055555555555553,7,0,7.0,0.10333333333333333,3,0.19495555555555555,3,0,0.0,8.08,6,1.5333333333333332,9,3,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,3.79,9,1.4935333333333336,9,0,3.0,0.69,13,1.3018,13,0,0.0,4.4799999999999995,19,2.4666666666666663,22,3,3.0,14.669975,26.995000000000005,7.3749583333333355,37.24,10.245,10.245,0.0,0.0,0.0,0.0,0,0,1.2903926666666667,1.5484712,0.4301308888888889,1.5484712,0.0,1.5484712,194.0,0,0.0,194,194,194.0,0.24752475247524752,0.0,0.7396864686468648,0.01278877887788779,0,0.14109761379215235,0.038441378383384385,,,,,,,
327,1227,AB5,La0.6Pr0.4Co5,0.9,43,20,0.17,"Burnasheva, 1978",1517.0,,,Lower plateau,La0.6Pr0.4Co5 (M),131.95025478201646,0.22852935800410218,-1.4760905954825179,3,0.841955396021006,0.8339550915402607,0.8333380266138019,0.8333333784868499,0.8333333333858259,32.13333333333333,32,8.555555555555555,59,27,27.0,50.766666666666666,45,12.055555555555555,58,13,58.0,72.39538616666667,81.97445499999999,22.43698527777778,140.90765,58.933195,58.933195,1672.9,575.0,158.49999999999994,1768.0,1193.0,1768.0,8.0,6,1.6666666666666665,9,3,9.0,4.333333333333334,2,0.555555555555556,6,4,4.0,139.23333333333335,81,22.055555555555564,207,126,126.0,1.752,0.7799999999999998,0.21333333333333324,1.88,1.1,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,5.933333333333334,7,1.7777777777777777,7,0,7.0,0.2,3,0.3733333333333333,3,0,0.0,8.133333333333333,6,1.4444444444444446,9,3,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,3.4,9,1.1199999999999999,9,0,3.0,0.7333333333333333,11,1.3688888888888888,11,0,0.0,4.133333333333333,8,1.8888888888888884,11,3,3.0,14.605583333333332,26.652500000000003,7.2676388888888885,36.8975,10.245,10.245,0.0,0.0,0.0,0.0,0,0,1.2903926666666667,1.5484712,0.43013088888888884,1.5484712,0.0,1.5484712,194.0,0,0.0,194,194,194.0,0.24590163934426232,0.0,0.7295081967213115,0.024590163934426233,0,0.14109761379215235,0.03809537348756813,,,,,,,
